allusion,neutral
allusions,neutral
ally,positive
almighty,positive
aloof,negative
altercation,negative
although,negative
altogether,neutral
altruist,positive
altruistic,positive
altruistically,positive
amaze,positive
amazed,positive
amazement,positive
amazing,positive
amazingly,positive
ambiguity,negative
ambiguous,negative
ambitious,positive
ambitiously,positive
ambivalence,negative
ambivalent,negative
ambush,negative
ameliorate,positive
amenable,positive
amenity,positive
amiability,positive
amiabily,positive
amiable,positive
amicability,positive
amicable,positive
amicably,positive
amiss,negative
amity,positive
amnesty,positive
amour,positive
ample,positive
amplify,neutral
amply,positive
amputate,negative
amuse,positive
amusement,positive
amusing,positive
amusingly,positive
analytical,neutral
anarchism,negative
anarchist,negative
anarchistic,negative
anarchy,negative
anemic,negative
angel,positive
angelic,positive
anger,negative
angrily,negative
angriness,negative
angry,negative
anguish,negative
animated,positive
animosity,negative
annihilate,negative
annihilation,negative
annoy,negative
annoyance,negative
annoyed,negative
annoying,negative
annoyingly,negative
anomalous,negative
anomaly,negative
antagonism,negative
antagonist,negative
antagonistic,negative
antagonize,negative
anti-,negative
anti-American,negative
anti-Israeli,negative
anti-Semites,negative
anti-US,negative
anti-occupation,negative
anti-proliferation,negative
anti-social,negative
anti-white,negative
antipathy,negative
antiquated,negative
antithetical,negative
anxieties,negative
anxiety,negative
anxious,negative
anxiously,negative
anxiousness,negative
anyhow,neutral
anyway,neutral
anyways,neutral
apathetic,negative
apathetically,negative
apathy,negative
ape,negative
apocalypse,negative
apocalyptic,negative
apologist,negative
apologists,negative
apostle,positive
apotheosis,positive
appal,negative
appall,negative
appalled,negative
appalling,negative
appallingly,negative
apparent,neutral
apparently,neutral
appeal,positive
appealing,positive
appear,neutral
appearance,neutral
appease,positive
applaud,positive
appreciable,positive
appreciate,positive
appreciation,positive
appreciative,positive
appreciatively,positive
appreciativeness,positive
apprehend,neutral
apprehension,negative
apprehensions,negative
apprehensive,negative
apprehensively,negative
appropriate,positive
approval,positive
approve,positive
apt,positive
aptitude,positive
aptly,positive
arbitrary,negative
arcane,negative
archaic,negative
ardent,positive
ardently,positive
ardor,positive
arduous,negative
arduously,negative
argue,negative
argument,negative
argumentative,negative
arguments,negative
aristocratic,positive
arousal,positive
arouse,positive
arousing,positive
arresting,positive
arrogance,negative
arrogant,negative
arrogantly,negative
articulate,positive
artificial,negative
ascendant,positive
ascertainable,positive
ashamed,negative
asinine,negative
asininely,negative
asinininity,negative
askance,negative
asperse,negative
aspersion,negative
aspersions,negative
aspiration,positive
aspirations,positive
aspire,positive
assail,negative
assassin,negative
assassinate,negative
assault,negative
assent,positive
assertions,positive
assertive,positive
assess,neutral
assessment,neutral
assessments,neutral
asset,positive
assiduous,positive
assiduously,positive
assuage,positive
assumption,neutral
assurance,positive
assurances,positive
assure,positive
assuredly,positive
astonish,positive
astonished,positive
astonishing,positive
astonishingly,positive
astonishment,positive
astound,positive
astounded,positive
astounding,positive
astoundingly,positive
astray,negative
astronomic,neutral
astronomical,neutral
astronomically,neutral
astute,positive
astutely,positive
asunder,negative
asylum,positive
atrocious,negative
atrocities,negative
atrocity,negative
atrophy,negative
attack,negative
attain,positive
attainable,positive
attentive,positive
attest,positive
attitude,neutral
attitudes,neutral
attraction,positive
attractive,positive
attractively,positive
attune,positive
audacious,negative
audaciously,negative
audaciousness,negative
audacity,negative
auspicious,positive
austere,negative
authentic,positive
authoritarian,negative
authoritative,positive
autocrat,negative
autocratic,negative
autonomous,positive
avalanche,negative
avarice,negative
avaricious,negative
avariciously,negative
avenge,negative
aver,positive
averse,negative
aversion,negative
avid,positive
avidly,positive
avoid,negative
avoidance,negative
award,positive
aware,neutral
awareness,neutral
awe,positive
awed,positive
awesome,positive
awesomely,positive
awesomeness,positive
awestruck,positive
awful,negative
awfully,negative
awfulness,negative
awkward,negative
awkwardness,negative
ax,negative
babble,negative
baby,neutral
back,positive
backbite,negative
backbiting,negative
backbone,positive
backward,negative
backwardness,negative
bad,negative
badly,negative
baffle,negative
baffled,negative
bafflement,negative
baffling,negative
bait,negative
balanced,positive
balk,negative
banal,negative
banalize,negative
bane,negative
banish,negative
banishment,negative
bankrupt,negative
bar,negative
barbarian,negative
barbaric,negative
barbarically,negative
barbarity,negative
barbarous,negative
barbarously,negative
barely,negative
bargain,positive
barren,negative
baseless,negative
bashful,negative
basic,positive
basically,neutral
bask,positive
bastard,negative
batons,neutral
battered,negative
battering,negative
battle,negative
battle-lines,negative
battlefield,negative
battleground,negative
batty,negative
beacon,positive
bearish,negative
beast,negative
beastly,negative
beatify,positive
beauteous,positive
beautiful,positive
beautifully,positive
beautify,positive
beauty,positive
bedlam,negative
bedlamite,negative
befit,positive
befitting,positive
befoul,negative
befriend,positive
beg,negative
beggar,negative
beggarly,negative
begging,negative
beguile,negative
belabor,negative
belated,negative
beleaguer,negative
belie,negative
belief,neutral
beliefs,neutral
believable,positive
believe,neutral
belittle,negative
belittled,negative
belittling,negative
bellicose,negative
belligerence,negative
belligerent,negative
belligerently,negative
beloved,positive
bemoan,negative
bemoaning,negative
bemused,negative
benefactor,positive
beneficent,positive
beneficial,positive
beneficially,positive
beneficiary,positive
benefit,positive
benefits,positive
benevolence,positive
benevolent,positive
benign,positive
bent,negative
berate,negative
bereave,negative
bereavement,negative
bereft,negative
berserk,negative
beseech,negative
beset,negative
besides,neutral
besiege,negative
besmirch,negative
best,positive
best-known,positive
best-performing,positive
best-selling,positive
bestial,negative
betray,negative
betrayal,negative
betrayals,negative
betrayer,negative
better,positive
better-known,positive
better-than-expected,positive
bewail,negative
beware,negative
bewilder,negative
bewildered,negative
bewildering,negative
bewilderingly,negative
bewilderment,negative
bewitch,negative
bias,negative
biased,negative
biases,negative
bicker,negative
bickering,negative
bid-rigging,negative
big,neutral
bitch,negative
bitchy,negative
biting,negative
bitingly,negative
bitter,negative
bitterly,negative
bitterness,negative
bizarre,negative
blab,negative
blabber,negative
black,negative
blackmail,negative
blah,negative
blame,negative
blameless,positive
blameworthy,negative
bland,negative
blandish,negative
blaspheme,negative
blasphemous,negative
blasphemy,negative
blast,negative
blasted,negative
blatant,negative
blatantly,negative
blather,negative
bleak,negative
bleakly,negative
bleakness,negative
bleed,negative
blemish,negative
bless,positive
blessing,positive
blind,negative
blinding,negative
blindingly,negative
blindness,negative
blindside,negative
bliss,positive
blissful,positive
blissfully,positive
blister,negative
blistering,negative
blithe,positive
bloated,negative
block,negative
blockhead,negative
blood,neutral
bloodshed,negative
bloodthirsty,negative
bloody,negative
bloom,positive
blossom,positive
blow,negative
blunder,negative
blundering,negative
blunders,negative
blunt,negative
blur,negative
blurt,negative
boast,positive
boastful,negative
boggle,negative
bogus,negative
boil,negative
boiling,negative
boisterous,negative
bold,positive
boldly,positive
boldness,positive
bolster,positive
bomb,negative
bombard,negative
bombardment,negative
bombastic,negative
bondage,negative
bonkers,negative
bonny,positive
bonus,positive
boom,positive
booming,positive
boost,positive
bore,negative
boredom,negative
boring,negative
botch,negative
bother,negative
bothersome,negative
boundless,positive
bountiful,positive
bowdlerize,negative
boycott,negative
brag,both
braggart,negative
bragger,negative
brains,positive
brainwash,negative
brainy,positive
brash,negative
brashly,negative
brashness,negative
brat,negative
bravado,negative
brave,positive
bravery,positive
brazen,negative
brazenly,negative
brazenness,negative
breach,negative
break,negative
break-point,negative
breakdown,negative
breakthrough,positive
breakthroughs,positive
breathlessness,positive
breathtaking,positive
breathtakingly,positive
bright,positive
brighten,positive
brightness,positive
brilliance,positive
brilliant,positive
brilliantly,positive
brimstone,negative
brisk,positive
bristle,negative
brittle,negative
broad,positive
broad-based,neutral
broke,negative
broken-hearted,negative
brood,negative
brook,positive
brotherly,positive
browbeat,negative
bruise,negative
brusque,negative
brutal,negative
brutalising,negative
brutalities,negative
brutality,negative
brutalize,negative
brutalizing,negative
brutally,negative
brute,negative
brutish,negative
buckle,negative
bug,negative
bulky,negative
bull,positive
bullies,negative
bullish,positive
bully,negative
bullyingly,negative
bum,negative
bumpy,negative
bungle,negative
bungler,negative
bunk,negative
buoyant,positive
burden,negative
burdensome,negative
burdensomely,negative
burn,negative
busy,negative
busybody,negative
butcher,negative
butchery,negative
byzantine,negative
cackle,negative
cajole,negative
calamities,negative
calamitous,negative
calamitously,negative
calamity,negative
callous,negative
calm,positive
calming,positive
calmness,positive
calumniate,negative
calumniation,negative
calumnies,negative
calumnious,negative
calumniously,negative
calumny,negative
cancer,negative
cancerous,negative
candid,positive
candor,positive
cannibal,negative
cannibalize,negative
capability,positive
capable,positive
capably,positive
capitalize,positive
capitulate,negative
capricious,negative
capriciously,negative
capriciousness,negative
capsize,negative
captivate,positive
captivating,positive
captivation,positive
captive,negative
care,positive
carefree,positive
careful,positive
careless,negative
carelessness,negative
caricature,negative
carnage,negative
carp,negative
cartoon,negative
cartoonish,negative
cash-strapped,negative
castigate,negative
casualty,negative
cataclysm,negative
cataclysmal,negative
cataclysmic,negative
cataclysmically,negative
catalyst,positive
catastrophe,negative
catastrophes,negative
catastrophic,negative
catastrophically,negative
catchy,positive
caustic,negative
caustically,negative
cautionary,negative
cautious,negative
cave,negative
ceaseless,neutral
celebrate,positive
celebrated,positive
celebration,positive
celebratory,positive
celebrity,positive
censure,negative
central,neutral
certain,neutral
certainly,neutral
certified,neutral
chafe,negative
chaff,negative
chagrin,negative
challenge,negative
challenging,negative
champ,positive
champion,positive
chant,neutral
chaos,negative
chaotic,negative
charisma,negative
charismatic,positive
charitable,positive
charity,positive
charm,positive
charming,positive
charmingly,positive
chaste,positive
chasten,negative
chastise,negative
chastisement,negative
chatter,negative
chatterbox,negative
cheap,negative
cheapen,negative
cheat,negative
cheater,negative
cheer,positive
cheerful,positive
cheerless,negative
cheery,positive
cherish,positive
cherished,positive
cherub,positive
chic,positive
chide,negative
childish,negative
chill,negative
chilly,negative
chit,negative
chivalrous,positive
chivalry,positive
choke,negative
choppy,negative
chore,negative
chronic,negative
chum,positive
civil,positive
civility,positive
civilization,positive
civilize,positive
claim,neutral
clamor,negative
clamorous,negative
clandestine,neutral
clarity,positive
clash,negative
classic,positive
clean,positive
cleanliness,positive
cleanse,positive
clear,positive
clear-cut,positive
clearer,positive
clearly,positive
clever,positive
cliche,negative
cliched,negative
clique,negative
clog,negative
close,negative
closeness,positive
cloud,negative
clout,positive
clumsy,negative
co-operation,positive
coarse,negative
coax,positive
cocky,negative
coddle,positive
coerce,negative
coercion,negative
coercive,negative
cogent,positive
cogitate,neutral
cognizance,neutral
cognizant,neutral
cohere,positive
coherence,positive
coherent,positive
cohesion,positive
cohesive,positive
cold,negative
coldly,negative
collapse,negative
collide,negative
collude,negative
collusion,negative
colorful,positive
colossal,positive
combative,negative
comeback,positive
comedy,negative
comely,positive
comfort,positive
comfortable,positive
comfortably,positive
comforting,positive
comical,negative
commend,positive
commendable,positive
commendably,positive
commensurate,positive
comment,neutral
commentator,neutral
commiserate,negative
commitment,positive
commodious,positive
commonplace,negative
commonsense,positive
commonsensible,positive
commonsensibly,positive
commonsensical,positive
commotion,negative
compact,positive
compassion,positive
compassionate,positive
compatible,positive
compel,negative
compelling,positive
compensate,positive
competence,positive
competency,positive
competent,positive
competitive,positive
competitiveness,positive
complacent,negative
complain,negative
complaining,negative
complaint,negative
complaints,negative
complement,positive
complete,neutral
completely,neutral
complex,negative
compliant,positive
complicate,negative
complicated,negative
complication,negative
complicit,negative
compliment,positive
complimentary,positive
comprehend,neutral
comprehensive,positive
compromise,positive
compromises,positive
compulsion,negative
compulsive,negative
compulsory,negative
comrades,positive
concede,negative
conceit,negative
conceited,negative
conceivable,positive
concern,negative
concerned,negative
concerning,neutral
concerns,negative
concerted,neutral
concession,negative
concessions,negative
conciliate,positive
conciliatory,positive
conclusive,positive
concrete,positive
concur,positive
condemn,negative
condemnable,negative
condemnation,negative
condescend,negative
condescending,negative
condescendingly,negative
condescension,negative
condolence,negative
condolences,negative
condone,positive
conducive,positive
confer,positive
confess,negative
confession,negative
confessions,negative
confide,neutral
confidence,positive
confident,positive
conflict,negative
confound,negative
confounded,negative
confounding,negative
confront,negative
confrontation,negative
confrontational,negative
confuse,negative
confused,negative
confusing,negative
confusion,negative
confute,positive
congenial,positive
congested,negative
congestion,negative
congratulate,positive
congratulations,positive
congratulatory,positive
conjecture,neutral
conquer,positive
conscience,positive
conscientious,positive
consciousness,neutral
consensus,positive
consent,positive
consequently,neutral
consider,neutral
considerable,neutral
considerably,neutral
considerate,positive
consideration,neutral
consistent,positive
console,positive
conspicuous,negative
conspicuously,negative
conspiracies,negative
conspiracy,negative
conspirator,negative
conspiratorial,negative
conspire,negative
constancy,positive
consternation,negative
constitutions,neutral
constrain,negative
constraint,negative
constructive,positive
consume,negative
consummate,positive
contagious,negative
contaminate,negative
contamination,negative
contemplate,neutral
contempt,negative
contemptible,negative
contemptuous,negative
contemptuously,negative
contend,negative
content,positive
contention,negative
contentious,negative
contentment,positive
continuity,positive
continuous,neutral
contort,negative
contortions,negative
contradict,negative
contradiction,negative
contradictory,negative
contrariness,negative
contrary,negative
contravene,negative
contribution,positive
contrive,negative
contrived,negative
controversial,negative
controversy,negative
convenient,positive
conveniently,positive
conviction,positive
convince,positive
convincing,positive
convincingly,positive
convoluted,negative
cooperate,positive
cooperation,positive
cooperative,positive
cooperatively,positive
coping,negative
cordial,positive
cornerstone,positive
correct,positive
corrective,neutral
correctly,positive
corrode,negative
corrosion,negative
corrosive,negative
corrupt,negative
corruption,negative
cost-effective,positive
cost-saving,positive
costly,negative
could,neutral
counterproductive,negative
coupists,negative
courage,positive
courageous,positive
courageously,positive
courageousness,positive
court,positive
courteous,positive
courtesy,positive
courtly,positive
covenant,positive
covert,neutral
covet,both
coveting,both
covetingly,both
covetous,negative
covetously,both
cow,negative
coward,negative
cowardly,negative
cozy,positive
crackdown,negative
crafty,negative
cramped,negative
cranky,negative
crass,negative
crave,positive
craven,negative
cravenly,negative
craving,positive
craze,negative
crazily,negative
craziness,negative
crazy,negative
creative,positive
credence,positive
credible,positive
credulous,negative
crime,negative
criminal,negative
cringe,negative
cripple,negative
crippling,negative
crisis,negative
crisp,positive
critic,negative
critical,negative
criticism,negative
criticisms,negative
criticize,negative
critics,negative
crook,negative
crooked,negative
cross,negative
crowded,negative
crude,negative
cruel,negative
cruelties,negative
cruelty,negative
crumble,negative
crumple,negative
crusade,positive
crusader,positive
crush,negative
crushing,negative
cry,negative
culpable,negative
cumbersome,negative
cuplrit,negative
cure-all,positive
curious,positive
curiously,positive
curse,negative
cursed,negative
curses,negative
cursory,negative
curt,negative
cuss,negative
cut,negative
cute,positive
cutthroat,negative
cynical,negative
cynicism,negative
damage,negative
damaging,negative
damn,negative
damnable,negative
damnably,negative
damnation,negative
damned,negative
damning,negative
dance,positive
danger,negative
dangerous,negative
dangerousness,negative
dangle,negative
dare,positive
daring,positive
daringly,positive
dark,negative
darken,negative
darkness,negative
darling,positive
darn,negative
dash,negative
dashing,positive
dastard,negative
dastardly,negative
daunt,negative
daunting,negative
dauntingly,negative
dauntless,positive
dawdle,negative
dawn,positive
daydream,positive
daydreamer,positive
daze,negative
dazed,negative
dazzle,positive
dazzled,positive
dazzling,positive
dead,negative
deadbeat,negative
deadlock,negative
deadly,negative
deadweight,negative
deaf,negative
deal,positive
dear,positive
dearth,negative
death,negative
debacle,negative
debase,negative
debasement,negative
debaser,negative
debatable,negative
debate,negative
debauch,negative
debaucher,negative
debauchery,negative
debilitate,negative
debilitating,negative
debility,negative
decadence,negative
decadent,negative
decay,negative
decayed,negative
deceit,negative
deceitful,negative
deceitfully,negative
deceitfulness,negative
deceive,negative
deceiver,negative
deceivers,negative
deceiving,negative
decency,positive
decent,positive
deception,negative
deceptive,negative
deceptively,negative
decide,neutral
decisive,positive
decisiveness,positive
declaim,negative
decline,negative
declining,negative
decrease,negative
decreasing,negative
decrement,negative
decrepit,negative
decrepitude,negative
decry,negative
dedicated,positive
deduce,neutral
deep,neutral
deepening,negative
deeply,neutral
defamation,negative
defamations,negative
defamatory,negative
defame,negative
defeat,negative
defect,negative
defective,negative
defend,positive
defender,positive
defense,positive
defensive,negative
deference,positive
defiance,negative
defiant,negative
defiantly,negative
deficiency,negative
deficient,negative
defile,negative
defiler,negative
definite,positive
definitely,positive
definitive,positive
definitively,positive
deflationary,positive
deform,negative
deformed,negative
defrauding,negative
deft,positive
defunct,negative
defy,negative
degenerate,negative
degenerately,negative
degeneration,negative
degradation,negative
degrade,negative
degrading,negative
degradingly,negative
dehumanization,negative
dehumanize,negative
deign,negative
deject,negative
dejected,negative
dejectedly,negative
dejection,negative
delectable,positive
delicacy,positive
delicate,positive
delicious,positive
delight,positive
delighted,positive
delightful,positive
delightfully,positive
delightfulness,positive
delinquency,negative
delinquent,negative
delirious,negative
delirium,negative
delude,negative
deluded,negative
deluge,negative
delusion,negative
delusional,negative
delusions,negative
demand,both
demands,both
demean,negative
demeaning,negative
demise,negative
democratic,positive
demolish,negative
demolisher,negative
demon,negative
demonic,negative
demonize,negative
demoralize,negative
demoralizing,negative
demoralizingly,negative
demystify,positive
denial,negative
denigrate,negative
denounce,negative
denunciate,negative
denunciation,negative
denunciations,negative
deny,negative
dependable,positive
dependent,neutral
deplete,negative
deplorable,negative
deplorably,negative
deplore,negative
deploring,negative
deploringly,negative
deprave,negative
depraved,negative
depravedly,negative
deprecate,negative
depress,negative
depressed,negative
depressing,negative
depressingly,negative
depression,negative
deprive,negative
deprived,negative
deride,negative
derision,negative
derisive,negative
derisively,negative
derisiveness,negative
derogatory,negative
desecrate,negative
desert,negative
desertion,negative
deserve,positive
deserved,positive
deservedly,positive
deserving,positive
desiccate,negative
desiccated,negative
desirable,positive
desire,positive
desirous,positive
desolate,negative
desolately,negative
desolation,negative
despair,negative
despairing,negative
despairingly,negative
desperate,negative
desperately,negative
desperation,negative
despicable,negative
despicably,negative
despise,negative
despised,negative
despite,negative
despoil,negative
despoiler,negative
despondence,negative
despondency,negative
despondent,negative
despondently,negative
despot,negative
despotic,negative
despotism,negative
destabilisation,negative
destine,positive
destined,positive
destinies,positive
destiny,positive
destitute,negative
destitution,negative
destroy,negative
destroyer,negative
destruction,negative
destructive,negative
desultory,negative
deter,negative
deteriorate,negative
deteriorating,negative
deterioration,negative
determination,positive
deterrent,negative
detest,negative
detestable,negative
detestably,negative
detract,negative
detraction,negative
detriment,negative
detrimental,negative
devastate,negative
devastated,negative
devastating,negative
devastatingly,negative
devastation,negative
deviate,negative
deviation,negative
devil,negative
devilish,negative
devilishly,negative
devilment,negative
devilry,negative
devious,negative
deviously,negative
deviousness,negative
devoid,negative
devote,positive
devoted,positive
devotee,positive
devotion,positive
devout,positive
dexterity,positive
dexterous,positive
dexterously,positive
dextrous,positive
diabolic,negative
diabolical,negative
diabolically,negative
diametrically,negative
diatribe,negative
diatribes,negative
dictator,negative
dictatorial,negative
differ,negative
difference,neutral
difficult,negative
difficulties,negative
difficulty,negative
diffidence,negative
dig,positive
dignified,positive
dignify,positive
dignity,positive
digress,negative
dilapidated,negative
dilemma,negative
diligence,positive
diligent,positive
diligently,positive
dilly-dally,negative
dim,negative
diminish,negative
diminishing,negative
din,negative
dinky,negative
diplomacy,neutral
diplomatic,positive
dire,negative
direct,neutral
direly,negative
direness,negative
dirt,negative
dirty,negative
disable,negative
disabled,negative
disaccord,negative
disadvantage,negative
disadvantaged,negative
disadvantageous,negative
disaffect,negative
disaffected,negative
disaffirm,negative
disagree,negative
disagreeable,negative
disagreeably,negative
disagreement,negative
disallow,negative
disappoint,negative
disappointed,negative
disappointing,negative
disappointingly,negative
disappointment,negative
disapprobation,negative
disapproval,negative
disapprove,negative
disapproving,negative
disarm,negative
disarray,negative
disaster,negative
disastrous,negative
disastrously,negative
disavow,negative
disavowal,negative
disbelief,negative
disbelieve,negative
disbeliever,negative
discern,neutral
discerning,positive
disclaim,negative
discombobulate,negative
discomfit,negative
discomfititure,negative
discomfort,negative
discompose,negative
disconcert,negative
disconcerted,negative
disconcerting,negative
disconcertingly,negative
disconsolate,negative
disconsolately,negative
disconsolation,negative
discontent,negative
discontented,negative
discontentedly,negative
discontinuity,negative
discord,negative
discordance,negative
discordant,negative
discountenance,negative
discourage,negative
discouragement,negative
discouraging,negative
discouragingly,negative
discourteous,negative
discourteously,negative
discredit,negative
discreet,positive
discrepant,negative
discretion,positive
discriminate,negative
discriminating,positive
discriminatingly,positive
discrimination,negative
discriminatory,negative
disdain,negative
disdainful,negative
disdainfully,negative
disease,negative
diseased,negative
disfavor,negative
disgrace,negative
disgraced,negative
disgraceful,negative
disgracefully,negative
disgruntle,negative
disgruntled,negative
disgust,negative
disgusted,negative
disgustedly,negative
disgustful,negative
disgustfully,negative
disgusting,negative
disgustingly,negative
dishearten,negative
disheartening,negative
dishearteningly,negative
dishonest,negative
dishonestly,negative
dishonesty,negative
dishonor,negative
dishonorable,negative
dishonorablely,negative
disillusion,negative
disillusioned,negative
disinclination,negative
disinclined,negative
disingenuous,negative
disingenuously,negative
disintegrate,negative
disintegration,negative
disinterest,negative
disinterested,negative
dislike,negative
dislocated,negative
disloyal,negative
disloyalty,negative
dismal,negative
dismally,negative
dismalness,negative
dismay,negative
dismayed,negative
dismaying,negative
dismayingly,negative
dismissive,negative
dismissively,negative
disobedience,negative
disobedient,negative
disobey,negative
disorder,negative
disordered,negative
disorderly,negative
disorganized,negative
disorient,negative
disoriented,negative
disown,negative
disparage,negative
disparaging,negative
disparagingly,negative
dispensable,negative
dispirit,negative
dispirited,negative
dispiritedly,negative
dispiriting,negative
displace,negative
displaced,negative
displease,negative
displeasing,negative
displeasure,negative
disposition,neutral
disproportionate,negative
disprove,negative
disputable,negative
dispute,negative
disputed,negative
disquiet,negative
disquieting,negative
disquietingly,negative
disquietude,negative
disregard,negative
disregardful,negative
disreputable,negative
disrepute,negative
disrespect,negative
disrespectable,negative
disrespectablity,negative
disrespectful,negative
disrespectfully,negative
disrespectfulness,negative
disrespecting,negative
disrupt,negative
disruption,negative
disruptive,negative
dissatisfaction,negative
dissatisfactory,negative
dissatisfied,negative
dissatisfy,negative
dissatisfying,negative
dissemble,negative
dissembler,negative
dissension,negative
dissent,negative
dissenter,negative
dissention,negative
disservice,negative
dissidence,negative
dissident,negative
dissidents,negative
dissocial,negative
dissolute,negative
dissolution,negative
dissonance,negative
dissonant,negative
dissonantly,negative
dissuade,negative
dissuasive,negative
distaste,negative
distasteful,negative
distastefully,negative
distinct,positive
distinction,positive
distinctive,positive
distinctly,neutral
distinguish,positive
distinguished,positive
distort,negative
distortion,negative
distract,negative
distracting,negative
distraction,negative
distraught,negative
distraughtly,negative
distraughtness,negative
distress,negative
distressed,negative
distressing,negative
distressingly,negative
distrust,negative
distrustful,negative
distrusting,negative
disturb,negative
disturbed,negative
disturbed-let,negative
disturbing,negative
disturbingly,negative
disunity,negative
disvalue,negative
divergent,negative
diversified,positive
divide,negative
divided,negative
divine,positive
divinely,positive
division,negative
divisive,negative
divisively,negative
divisiveness,negative
divorce,negative
divorced,negative
dizzing,negative
dizzingly,negative
dizzy,negative
doddering,negative
dodge,positive
dodgey,negative
dogged,negative
doggedly,negative
dogmatic,negative
doldrums,negative
dominance,negative
dominant,neutral
dominate,negative
domination,negative
domineer,negative
domineering,negative
doom,negative
doomsday,negative
dope,negative
dote,positive
dotingly,positive
doubt,negative
doubtful,negative
doubtfully,negative
doubtless,positive
doubts,negative
down,negative
downbeat,negative
downcast,negative
downer,negative
downfall,negative
downfallen,negative
downgrade,negative
downhearted,negative
downheartedly,negative
downright,neutral
downside,negative
drab,negative
draconian,negative
draconic,negative
dragon,negative
dragons,negative
dragoon,negative
drain,negative
drama,negative
dramatic,neutral
dramatically,neutral
drastic,negative
drastically,negative
dread,negative
dreadful,negative
dreadfully,negative
dreadfulness,negative
dream,positive
dreamland,positive
dreams,positive
dreamy,positive
dreary,negative
drive,positive
driven,positive
drones,negative
droop,negative
drought,negative
drowning,negative
drunk,negative
drunkard,negative
drunken,negative
dubious,negative
dubiously,negative
dubitable,negative
dud,negative
dull,negative
dullard,negative
dumb,negative
dumbfound,negative
dumbfounded,negative
dummy,negative
dump,negative
dunce,negative
dungeon,negative
dungeons,negative
dupe,negative
durability,positive
durable,positive
dusty,negative
